file,xcenter,ycenter,width,height,class
00653_dark.jpg,0.5860294117647059,0.536875,0.0161764705882352,0.02875,5.0
00653_bright.jpg,0.5860294117647059,0.536875,0.0161764705882352,0.02875,5.0
00653_blur.jpg,0.5860294117647059,0.536875,0.0161764705882352,0.02875,5.0
00653_blur2.jpg,0.5860294117647059,0.536875,0.0161764705882352,0.02875,5.0
00653_dark.jpg,0.5849264705882353,0.494375,0.0227941176470588,0.03875,7.0
00653_bright.jpg,0.5849264705882353,0.494375,0.0227941176470588,0.03875,7.0
00653_blur.jpg,0.5849264705882353,0.494375,0.0227941176470588,0.03875,7.0
00653_blur2.jpg,0.5849264705882353,0.494375,0.0227941176470588,0.03875,7.0
00430_dark.jpg,0.7121323529411765,0.56375,0.0580882352941176,0.0925,7.0
00430_bright.jpg,0.7121323529411765,0.56375,0.0580882352941176,0.0925,7.0
00430_blur.jpg,0.7121323529411765,0.56375,0.0580882352941176,0.0925,7.0
00430_blur2.jpg,0.7121323529411765,0.56375,0.0580882352941176,0.0925,7.0
road52_dark.png,0.48,0.66625,0.68,0.5025,1.0
road52_bright.png,0.48,0.66625,0.68,0.5025,1.0
road52_blur.png,0.48,0.66625,0.68,0.5025,1.0
road52_blur2.png,0.48,0.66625,0.68,0.5025,1.0
road28_dark.png,0.44875,0.0786026200873362,0.0425,0.1397379912663755,0.0
road28_bright.png,0.44875,0.0786026200873362,0.0425,0.1397379912663755,0.0
road28_blur.png,0.44875,0.0786026200873362,0.0425,0.1397379912663755,0.0
road28_blur2.png,0.44875,0.0786026200873362,0.0425,0.1397379912663755,0.0
road28_dark.png,0.705,0.3209606986899563,0.045,0.1441048034934497,0.0
road28_bright.png,0.705,0.3209606986899563,0.045,0.1441048034934497,0.0
road28_blur.png,0.705,0.3209606986899563,0.045,0.1441048034934497,0.0
road28_blur2.png,0.705,0.3209606986899563,0.045,0.1441048034934497,0.0
road28_dark.png,0.665,0.3296943231441048,0.035,0.1353711790393013,0.0
road28_bright.png,0.665,0.3296943231441048,0.035,0.1353711790393013,0.0
road28_blur.png,0.665,0.3296943231441048,0.035,0.1353711790393013,0.0
road28_blur2.png,0.665,0.3296943231441048,0.035,0.1353711790393013,0.0
road675_dark.png,0.545,0.4525,0.0966666666666666,0.075,1.0
road675_bright.png,0.545,0.4525,0.0966666666666666,0.075,1.0
road675_blur.png,0.545,0.4525,0.0966666666666666,0.075,1.0
road675_blur2.png,0.545,0.4525,0.0966666666666666,0.075,1.0
00014_dark.jpg,0.5308823529411765,0.626875,0.0147058823529411,0.02375,4.0
00014_bright.jpg,0.5308823529411765,0.626875,0.0147058823529411,0.02375,4.0
00014_blur.jpg,0.5308823529411765,0.626875,0.0147058823529411,0.02375,4.0
00014_blur2.jpg,0.5308823529411765,0.626875,0.0147058823529411,0.02375,4.0
00531_dark.jpg,0.363235294117647,0.56625,0.0147058823529411,0.025,6.0
00531_bright.jpg,0.363235294117647,0.56625,0.0147058823529411,0.025,6.0
00531_blur.jpg,0.363235294117647,0.56625,0.0147058823529411,0.025,6.0
00531_blur2.jpg,0.363235294117647,0.56625,0.0147058823529411,0.025,6.0
00531_dark.jpg,0.6764705882352942,0.5525,0.0161764705882352,0.0275,6.0
00531_bright.jpg,0.6764705882352942,0.5525,0.0161764705882352,0.0275,6.0
00531_blur.jpg,0.6764705882352942,0.5525,0.0161764705882352,0.0275,6.0
00531_blur2.jpg,0.6764705882352942,0.5525,0.0161764705882352,0.0275,6.0
00214_dark.jpg,0.9117647058823528,0.22875,0.0808823529411764,0.1325,1.0
00214_bright.jpg,0.9117647058823528,0.22875,0.0808823529411764,0.1325,1.0
00214_blur.jpg,0.9117647058823528,0.22875,0.0808823529411764,0.1325,1.0
00214_blur2.jpg,0.9117647058823528,0.22875,0.0808823529411764,0.1325,1.0
00214_dark.jpg,0.9198529411764704,0.345625,0.0544117647058823,0.08875,5.0
00214_bright.jpg,0.9198529411764704,0.345625,0.0544117647058823,0.08875,5.0
00214_blur.jpg,0.9198529411764704,0.345625,0.0544117647058823,0.08875,5.0
00214_blur2.jpg,0.9198529411764704,0.345625,0.0544117647058823,0.08875,5.0
00651_dark.jpg,0.60625,0.465,0.0536764705882352,0.0825,4.0
00651_bright.jpg,0.60625,0.465,0.0536764705882352,0.0825,4.0
00651_blur.jpg,0.60625,0.465,0.0536764705882352,0.0825,4.0
00651_blur2.jpg,0.60625,0.465,0.0536764705882352,0.0825,4.0
road17_dark.png,0.4644194756554307,0.3625,0.149812734082397,0.13,0.0
road17_bright.png,0.4644194756554307,0.3625,0.149812734082397,0.13,0.0
road17_blur.png,0.4644194756554307,0.3625,0.149812734082397,0.13,0.0
road17_blur2.png,0.4644194756554307,0.3625,0.149812734082397,0.13,0.0
road325_dark.png,0.1833333333333333,0.6775,0.1,0.115,0.0
road325_bright.png,0.1833333333333333,0.6775,0.1,0.115,0.0
road325_blur.png,0.1833333333333333,0.6775,0.1,0.115,0.0
road325_blur2.png,0.1833333333333333,0.6775,0.1,0.115,0.0
road875_dark.png,0.57,0.68875,0.0466666666666666,0.0425,1.0
road875_bright.png,0.57,0.68875,0.0466666666666666,0.0425,1.0
road875_blur.png,0.57,0.68875,0.0466666666666666,0.0425,1.0
road875_blur2.png,0.57,0.68875,0.0466666666666666,0.0425,1.0
road466_dark.png,0.575,0.7675,0.2966666666666667,0.22,3.0
road466_bright.png,0.575,0.7675,0.2966666666666667,0.22,3.0
road466_blur.png,0.575,0.7675,0.2966666666666667,0.22,3.0
road466_blur2.png,0.575,0.7675,0.2966666666666667,0.22,3.0
road466_dark.png,0.3166666666666666,0.7975,0.18,0.365,0.0
road466_bright.png,0.3166666666666666,0.7975,0.18,0.365,0.0
road466_blur.png,0.3166666666666666,0.7975,0.18,0.365,0.0
road466_blur2.png,0.3166666666666666,0.7975,0.18,0.365,0.0
00258_dark.jpg,0.5595588235294118,0.60625,0.0235294117647058,0.04,4.0
00258_bright.jpg,0.5595588235294118,0.60625,0.0235294117647058,0.04,4.0
00258_blur.jpg,0.5595588235294118,0.60625,0.0235294117647058,0.04,4.0
00258_blur2.jpg,0.5595588235294118,0.60625,0.0235294117647058,0.04,4.0
00258_dark.jpg,0.2672794117647059,0.6325,0.025735294117647,0.04,4.0
00258_bright.jpg,0.2672794117647059,0.6325,0.025735294117647,0.04,4.0
00258_blur.jpg,0.2672794117647059,0.6325,0.025735294117647,0.04,4.0
00258_blur2.jpg,0.2672794117647059,0.6325,0.025735294117647,0.04,4.0
img39_dark.jpg,0.602462,0.388479,0.325538,0.429345,6.0
img39_bright.jpg,0.602462,0.388479,0.325538,0.429345,6.0
img39_blur.jpg,0.602462,0.388479,0.325538,0.429345,6.0
img39_blur2.jpg,0.602462,0.388479,0.325538,0.429345,6.0
00338_dark.jpg,0.3830882352941177,0.515,0.025,0.0375,4.0
00338_bright.jpg,0.3830882352941177,0.515,0.025,0.0375,4.0
00338_blur.jpg,0.3830882352941177,0.515,0.025,0.0375,4.0
00338_blur2.jpg,0.3830882352941177,0.515,0.025,0.0375,4.0
00338_dark.jpg,0.7459558823529412,0.514375,0.0242647058823529,0.03625,4.0
00338_bright.jpg,0.7459558823529412,0.514375,0.0242647058823529,0.03625,4.0
00338_blur.jpg,0.7459558823529412,0.514375,0.0242647058823529,0.03625,4.0
00338_blur2.jpg,0.7459558823529412,0.514375,0.0242647058823529,0.03625,4.0
00339_dark.jpg,0.7316176470588235,0.548125,0.038235294117647,0.06125,7.0
00339_bright.jpg,0.7316176470588235,0.548125,0.038235294117647,0.06125,7.0
00339_blur.jpg,0.7316176470588235,0.548125,0.038235294117647,0.06125,7.0
00339_blur2.jpg,0.7316176470588235,0.548125,0.038235294117647,0.06125,7.0
00899_dark.jpg,0.65625,0.63625,0.0419117647058823,0.0625,4.0
00899_bright.jpg,0.65625,0.63625,0.0419117647058823,0.0625,4.0
00899_blur.jpg,0.65625,0.63625,0.0419117647058823,0.0625,4.0
00899_blur2.jpg,0.65625,0.63625,0.0419117647058823,0.0625,4.0
00352_dark.jpg,0.7224264705882353,0.703125,0.0198529411764705,0.03375,7.0
00352_bright.jpg,0.7224264705882353,0.703125,0.0198529411764705,0.03375,7.0
00352_blur.jpg,0.7224264705882353,0.703125,0.0198529411764705,0.03375,7.0
00352_blur2.jpg,0.7224264705882353,0.703125,0.0198529411764705,0.03375,7.0
00352_dark.jpg,0.3981617647058823,0.708125,0.0198529411764705,0.03375,7.0
00352_bright.jpg,0.3981617647058823,0.708125,0.0198529411764705,0.03375,7.0
00352_blur.jpg,0.3981617647058823,0.708125,0.0198529411764705,0.03375,7.0
00352_blur2.jpg,0.3981617647058823,0.708125,0.0198529411764705,0.03375,7.0
road95_dark.png,0.5966666666666667,0.4475,0.5933333333333334,0.39,1.0
road95_bright.png,0.5966666666666667,0.4475,0.5933333333333334,0.39,1.0
road95_blur.png,0.5966666666666667,0.4475,0.5933333333333334,0.39,1.0
road95_blur2.png,0.5966666666666667,0.4475,0.5933333333333334,0.39,1.0
road166_dark.png,0.2783333333333333,0.5225,0.2033333333333333,0.16,3.0
road166_bright.png,0.2783333333333333,0.5225,0.2033333333333333,0.16,3.0
road166_blur.png,0.2783333333333333,0.5225,0.2033333333333333,0.16,3.0
road166_blur2.png,0.2783333333333333,0.5225,0.2033333333333333,0.16,3.0
00716_dark.jpg,0.6235294117647059,0.375625,0.05,0.08625,7.0
00716_bright.jpg,0.6235294117647059,0.375625,0.05,0.08625,7.0
00716_blur.jpg,0.6235294117647059,0.375625,0.05,0.08625,7.0
00716_blur2.jpg,0.6235294117647059,0.375625,0.05,0.08625,7.0
img1_dark.jpg,0.353805,0.362483,0.190921,0.127281,0.0
img1_bright.jpg,0.353805,0.362483,0.190921,0.127281,0.0
img1_blur.jpg,0.353805,0.362483,0.190921,0.127281,0.0
img1_blur2.jpg,0.353805,0.362483,0.190921,0.127281,0.0
img1_dark.jpg,0.354306,0.471851,0.131175,0.08567,5.0
img1_bright.jpg,0.354306,0.471851,0.131175,0.08567,5.0
img1_blur.jpg,0.354306,0.471851,0.131175,0.08567,5.0
img1_blur2.jpg,0.354306,0.471851,0.131175,0.08567,5.0
00554_dark.jpg,0.7099264705882353,0.611875,0.0272058823529411,0.04375,4.0
00554_bright.jpg,0.7099264705882353,0.611875,0.0272058823529411,0.04375,4.0
00554_blur.jpg,0.7099264705882353,0.611875,0.0272058823529411,0.04375,4.0
00554_blur2.jpg,0.7099264705882353,0.611875,0.0272058823529411,0.04375,4.0
road226_dark.png,0.8533333333333334,0.3925,0.1733333333333333,0.13,3.0
road226_bright.png,0.8533333333333334,0.3925,0.1733333333333333,0.13,3.0
road226_blur.png,0.8533333333333334,0.3925,0.1733333333333333,0.13,3.0
road226_blur2.png,0.8533333333333334,0.3925,0.1733333333333333,0.13,3.0
road826_dark.png,0.6,0.44125,0.0533333333333333,0.0625,3.0
road826_bright.png,0.6,0.44125,0.0533333333333333,0.0625,3.0
road826_blur.png,0.6,0.44125,0.0533333333333333,0.0625,3.0
road826_blur2.png,0.6,0.44125,0.0533333333333333,0.0625,3.0
road826_dark.png,0.5516666666666666,0.4475,0.0566666666666666,0.11,0.0
road826_bright.png,0.5516666666666666,0.4475,0.0566666666666666,0.11,0.0
road826_blur.png,0.5516666666666666,0.4475,0.0566666666666666,0.11,0.0
road826_blur2.png,0.5516666666666666,0.4475,0.0566666666666666,0.11,0.0
road826_dark.png,0.4983333333333333,0.475,0.0366666666666666,0.07,0.0
road826_bright.png,0.4983333333333333,0.475,0.0366666666666666,0.07,0.0
road826_blur.png,0.4983333333333333,0.475,0.0366666666666666,0.07,0.0
road826_blur2.png,0.4983333333333333,0.475,0.0366666666666666,0.07,0.0
road826_dark.png,0.3083333333333333,0.5975,0.0366666666666666,0.04,0.0
road826_bright.png,0.3083333333333333,0.5975,0.0366666666666666,0.04,0.0
road826_blur.png,0.3083333333333333,0.5975,0.0366666666666666,0.04,0.0
road826_blur2.png,0.3083333333333333,0.5975,0.0366666666666666,0.04,0.0
road826_dark.png,0.2033333333333333,0.60375,0.0133333333333333,0.0175,0.0
road826_bright.png,0.2033333333333333,0.60375,0.0133333333333333,0.0175,0.0
road826_blur.png,0.2033333333333333,0.60375,0.0133333333333333,0.0175,0.0
road826_blur2.png,0.2033333333333333,0.60375,0.0133333333333333,0.0175,0.0
road826_dark.png,0.2366666666666666,0.5575,0.0133333333333333,0.02,0.0
road826_bright.png,0.2366666666666666,0.5575,0.0133333333333333,0.02,0.0
road826_blur.png,0.2366666666666666,0.5575,0.0133333333333333,0.02,0.0
road826_blur2.png,0.2366666666666666,0.5575,0.0133333333333333,0.02,0.0
road826_dark.png,0.745,0.58875,0.03,0.0225,3.0
road826_bright.png,0.745,0.58875,0.03,0.0225,3.0
road826_blur.png,0.745,0.58875,0.03,0.0225,3.0
road826_blur2.png,0.745,0.58875,0.03,0.0225,3.0
road826_dark.png,0.4316666666666666,0.5975,0.0166666666666666,0.015,3.0
road826_bright.png,0.4316666666666666,0.5975,0.0166666666666666,0.015,3.0
road826_blur.png,0.4316666666666666,0.5975,0.0166666666666666,0.015,3.0
road826_blur2.png,0.4316666666666666,0.5975,0.0166666666666666,0.015,3.0
00252_dark.jpg,0.6893382352941176,0.514375,0.0330882352941176,0.05625,6.0
00252_bright.jpg,0.6893382352941176,0.514375,0.0330882352941176,0.05625,6.0
00252_blur.jpg,0.6893382352941176,0.514375,0.0330882352941176,0.05625,6.0
00252_blur2.jpg,0.6893382352941176,0.514375,0.0330882352941176,0.05625,6.0
00294_dark.jpg,0.0933823529411764,0.53625,0.038235294117647,0.06,4.0
00294_bright.jpg,0.0933823529411764,0.53625,0.038235294117647,0.06,4.0
00294_blur.jpg,0.0933823529411764,0.53625,0.038235294117647,0.06,4.0
00294_blur2.jpg,0.0933823529411764,0.53625,0.038235294117647,0.06,4.0
00294_dark.jpg,0.8838235294117647,0.441875,0.0426470588235294,0.06875,4.0
00294_bright.jpg,0.8838235294117647,0.441875,0.0426470588235294,0.06875,4.0
